residue,max_run_1s,max_run_0s,hamming_weight,alternation_score,trailing_ones,trailing_zeros_3n1,mod_3,mod_9,mod_27,bit_entropy,avg_odd_mult,leading_ones,leading_zeros,trailing_zeros,longest_alternating_run,block_count,run_length_entropy,binary_compressibility,max_run_0s_dup,count,avg_steps,avg_peak,avg_v2
461,3.0000,2.0000,6.0000,5.0000,1.0000,3.0000,2.0000,2.0000,2.0000,0.9710,0.9157,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,2.0000,48828,107.2716,34171995.2180,0.0000
463,4.0000,2.0000,7.0000,3.0000,4.0000,1.0000,1.0000,4.0000,4.0000,0.8813,0.9930,0.0000,1.0000,0.0000,2.0000,4.0000,1.8464,2.5000,2.0000,48828,129.9570,293753715.7417,0.0000
465,3.0000,3.0000,5.0000,5.0000,1.0000,2.0000,0.0000,6.0000,6.0000,1.0000,0.9340,0.0000,1.0000,0.0000,4.0000,6.0000,2.3710,1.6667,3.0000,48828,107.2716,34171999.0431,0.0000
467,3.0000,2.0000,6.0000,5.0000,2.0000,1.0000,2.0000,8.0000,8.0000,0.9710,0.9732,0.0000,1.0000,0.0000,4.0000,6.0000,2.4464,1.6667,2.0000,48828,122.4703,144727408.6948,0.0000
469,3.0000,1.0000,6.0000,7.0000,1.0000,7.0000,1.0000,1.0000,10.0000,0.9710,0.9315,0.0000,1.0000,0.0000,7.0000,8.0000,2.8464,1.2500,1.0000,48828,99.5925,26530331.2079,0.0000
471,3.0000,1.0000,7.0000,5.0000,3.0000,1.0000,0.0000,3.0000,12.0000,0.8813,0.9846,0.0000,1.0000,0.0000,5.0000,6.0000,2.3710,1.6667,1.0000,48828,122.5610,548885318.3684,0.0000
473,3.0000,2.0000,6.0000,5.0000,1.0000,2.0000,2.0000,5.0000,14.0000,0.9710,0.9458,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,2.0000,48828,107.1166,35192664.4864,0.0000
475,3.0000,1.0000,7.0000,5.0000,2.0000,1.0000,1.0000,7.0000,16.0000,0.8813,0.9745,0.0000,1.0000,0.0000,3.0000,6.0000,2.4464,1.6667,1.0000,48828,114.8271,88832640.3551,0.0000
477,3.0000,1.0000,7.0000,5.0000,1.0000,3.0000,0.0000,0.0000,18.0000,0.8813,0.9274,0.0000,1.0000,0.0000,3.0000,6.0000,2.3710,1.6667,1.0000,48828,107.1166,32195539.8476,0.0000
479,5.0000,1.0000,8.0000,3.0000,5.0000,1.0000,2.0000,2.0000,20.0000,0.7219,1.0142,0.0000,1.0000,0.0000,3.0000,4.0000,1.6855,2.5000,1.0000,48828,138.0876,972513893.0376,0.0000
481,4.0000,4.0000,5.0000,3.0000,1.0000,2.0000,1.0000,4.0000,22.0000,1.0000,0.9757,0.0000,1.0000,0.0000,2.0000,4.0000,1.7219,2.5000,4.0000,48828,122.4464,139004464.6041,0.0000
483,4.0000,3.0000,6.0000,3.0000,2.0000,1.0000,0.0000,6.0000,24.0000,0.9710,0.9315,0.0000,1.0000,0.0000,2.0000,4.0000,1.8464,2.5000,3.0000,48828,99.5925,38893370.9034,0.0000
485,4.0000,2.0000,6.0000,5.0000,1.0000,4.0000,2.0000,8.0000,26.0000,0.9710,0.9788,0.0000,1.0000,0.0000,4.0000,6.0000,2.3219,1.6667,2.0000,48828,122.4531,517154677.8084,0.0000
487,4.0000,2.0000,7.0000,3.0000,3.0000,1.0000,1.0000,1.0000,1.0000,0.8813,0.9934,0.0000,1.0000,0.0000,2.0000,4.0000,1.8464,2.5000,2.0000,48828,130.3269,348574085.0238,0.0000
489,4.0000,2.0000,6.0000,5.0000,1.0000,2.0000,0.0000,3.0000,3.0000,0.9710,0.9909,0.0000,1.0000,0.0000,4.0000,6.0000,2.3219,1.6667,2.0000,48828,129.9718,341198119.5417,0.0000
491,4.0000,1.0000,7.0000,5.0000,2.0000,1.0000,2.0000,5.0000,5.0000,0.8813,1.0079,0.0000,1.0000,0.0000,5.0000,6.0000,2.3219,1.6667,1.0000,48828,137.7521,958493059.0924,0.0000
493,4.0000,1.0000,7.0000,5.0000,1.0000,3.0000,1.0000,7.0000,7.0000,0.8813,0.9427,0.0000,1.0000,0.0000,3.0000,6.0000,2.3219,1.6667,1.0000,48828,114.5162,49089688.1500,0.0000
495,4.0000,1.0000,8.0000,3.0000,4.0000,1.0000,0.0000,0.0000,9.0000,0.7219,1.0080,0.0000,1.0000,0.0000,3.0000,4.0000,1.7219,2.5000,1.0000,48828,137.9041,866934349.2662,0.0000
497,5.0000,3.0000,6.0000,3.0000,1.0000,2.0000,2.0000,2.0000,11.0000,0.9710,0.9354,0.0000,1.0000,0.0000,2.0000,4.0000,1.6855,2.5000,3.0000,48828,107.0339,29809415.6925,0.0000
499,5.0000,2.0000,7.0000,3.0000,2.0000,1.0000,1.0000,4.0000,13.0000,0.8813,0.9541,0.0000,1.0000,0.0000,2.0000,4.0000,1.7610,2.5000,2.0000,48828,114.7019,65072060.5144,0.0000
501,5.0000,1.0000,7.0000,5.0000,1.0000,5.0000,0.0000,6.0000,15.0000,0.8813,0.9695,0.0000,1.0000,0.0000,5.0000,6.0000,2.1610,1.6667,1.0000,48828,114.8235,48637982.1643,0.0000
503,5.0000,1.0000,8.0000,3.0000,3.0000,1.0000,2.0000,8.0000,17.0000,0.7219,0.9929,0.0000,1.0000,0.0000,3.0000,4.0000,1.6855,2.5000,1.0000,48828,130.0351,853892582.1917,0.0000
505,6.0000,2.0000,7.0000,3.0000,1.0000,2.0000,1.0000,1.0000,19.0000,0.8813,0.9655,0.0000,1.0000,0.0000,2.0000,4.0000,1.5710,2.5000,2.0000,48828,122.1965,114834216.7987,0.0000
507,6.0000,1.0000,8.0000,3.0000,2.0000,1.0000,0.0000,3.0000,21.0000,0.7219,0.9757,0.0000,1.0000,0.0000,3.0000,4.0000,1.5710,2.5000,1.0000,48828,122.4988,121096006.2379,0.0000
509,7.0000,1.0000,8.0000,3.0000,1.0000,3.0000,2.0000,5.0000,23.0000,0.7219,0.9979,0.0000,1.0000,0.0000,3.0000,4.0000,1.3568,2.5000,1.0000,48828,130.3088,337235488.9418,0.0000
511,9.0000,1.0000,9.0000,1.0000,9.0000,1.0000,1.0000,7.0000,25.0000,0.4690,1.0305,0.0000,1.0000,0.0000,2.0000,2.0000,0.4690,5.0000,1.0000,48828,145.5848,5010999326.1334,0.0000
513,1.0000,8.0000,2.0000,2.0000,1.0000,2.0000,0.0000,0.0000,0.0000,0.7219,0.9614,1.0000,0.0000,0.0000,2.0000,3.0000,0.9219,3.3333,8.0000,48828,122.6248,117042372.4626,0.0000
515,2.0000,7.0000,3.0000,2.0000,2.0000,1.0000,2.0000,2.0000,2.0000,0.8813,0.9324,1.0000,0.0000,0.0000,2.0000,3.0000,1.1568,3.3333,7.0000,48828,107.2456,43361208.7525,0.0000
517,1.0000,6.0000,3.0000,4.0000,1.0000,4.0000,1.0000,4.0000,4.0000,0.8813,0.9503,1.0000,0.0000,0.0000,4.0000,5.0000,1.7710,2.0000,6.0000,48828,114.9938,48355132.4583,0.0000
519,3.0000,6.0000,4.0000,2.0000,3.0000,1.0000,0.0000,6.0000,6.0000,0.9710,0.9680,1.0000,0.0000,0.0000,2.0000,3.0000,1.2955,3.3333,6.0000,48828,122.4386,228129566.6397,0.0000
521,1.0000,5.0000,3.0000,4.0000,1.0000,2.0000,2.0000,8.0000,8.0000,0.8813,0.9599,1.0000,0.0000,0.0000,3.0000,5.0000,1.9610,2.0000,5.0000,48828,115.0134,68405210.6542,0.0000
523,2.0000,5.0000,4.0000,4.0000,2.0000,1.0000,1.0000,1.0000,10.0000,0.9710,0.9463,1.0000,0.0000,0.0000,4.0000,5.0000,1.9610,2.0000,5.0000,48828,114.9938,59518115.7142,0.0000
525,2.0000,5.0000,4.0000,4.0000,1.0000,3.0000,0.0000,3.0000,12.0000,0.9710,0.8990,1.0000,0.0000,0.0000,3.0000,5.0000,1.9610,2.0000,5.0000,48828,99.6935,26538229.9782,0.0000
527,4.0000,5.0000,5.0000,2.0000,4.0000,1.0000,2.0000,5.0000,14.0000,1.0000,0.9918,1.0000,0.0000,0.0000,2.0000,3.0000,1.3610,3.3333,5.0000,48828,122.6354,162765416.2295,0.0000
529,1.0000,4.0000,3.0000,4.0000,1.0000,2.0000,1.0000,7.0000,16.0000,0.8813,0.9094,1.0000,0.0000,0.0000,3.0000,5.0000,2.0464,2.0000,4.0000,48828,99.6935,26538233.9223,0.0000
531,2.0000,4.0000,4.0000,4.0000,2.0000,1.0000,0.0000,0.0000,18.0000,0.9710,0.9683,1.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,4.0000,48828,122.4557,126069297.7891,0.0000
533,1.0000,4.0000,4.0000,6.0000,1.0000,6.0000,2.0000,2.0000,20.0000,0.9710,0.9464,1.0000,0.0000,0.0000,6.0000,7.0000,2.5219,1.4286,4.0000,48828,107.3129,30578736.4257,0.0000
535,3.0000,4.0000,5.0000,4.0000,3.0000,1.0000,1.0000,4.0000,22.0000,1.0000,0.9639,1.0000,0.0000,0.0000,4.0000,5.0000,2.0464,2.0000,4.0000,48828,114.8439,88667051.2180,0.0000
537,2.0000,4.0000,4.0000,4.0000,1.0000,2.0000,0.0000,6.0000,24.0000,0.9710,0.9544,1.0000,0.0000,0.0000,2.0000,5.0000,2.1219,2.0000,4.0000,48828,114.8439,62784420.9405,0.0000
539,2.0000,4.0000,5.0000,4.0000,2.0000,1.0000,2.0000,8.0000,26.0000,1.0000,1.0001,1.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,4.0000,48828,130.1027,759675734.5080,0.0000
541,3.0000,4.0000,5.0000,4.0000,1.0000,3.0000,1.0000,1.0000,1.0000,1.0000,0.9338,1.0000,0.0000,0.0000,3.0000,5.0000,2.0464,2.0000,4.0000,48828,107.2902,31529888.1670,0.0000
543,5.0000,4.0000,6.0000,2.0000,5.0000,1.0000,0.0000,3.0000,3.0000,0.9710,0.9912,1.0000,0.0000,0.0000,2.0000,3.0000,1.3610,3.3333,4.0000,48828,130.1729,2699359208.6505,0.0000
545,1.0000,4.0000,3.0000,4.0000,1.0000,2.0000,2.0000,5.0000,5.0000,0.8813,0.9437,1.0000,0.0000,0.0000,3.0000,5.0000,2.0464,2.0000,4.0000,48828,114.9746,49929614.8577,0.0000
547,2.0000,3.0000,4.0000,4.0000,2.0000,1.0000,1.0000,7.0000,7.0000,0.9710,0.9386,1.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,3.0000,48828,107.3129,42642455.7385,0.0000
549,1.0000,3.0000,4.0000,6.0000,1.0000,4.0000,0.0000,0.0000,9.0000,0.9710,0.9792,1.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,3.0000,48828,122.4249,105893078.7879,0.0000
551,3.0000,3.0000,5.0000,4.0000,3.0000,1.0000,2.0000,2.0000,11.0000,1.0000,0.9745,1.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,3.0000,48828,114.6947,82714749.3249,0.0000
553,1.0000,3.0000,4.0000,6.0000,1.0000,2.0000,1.0000,4.0000,13.0000,0.9710,1.0082,1.0000,0.0000,0.0000,5.0000,7.0000,2.6464,1.4286,3.0000,48828,137.8077,835451637.3920,0.0000
555,2.0000,3.0000,5.0000,6.0000,2.0000,1.0000,0.0000,6.0000,15.0000,1.0000,0.9418,1.0000,0.0000,0.0000,6.0000,7.0000,2.6464,1.4286,3.0000,48828,107.3129,42642467.3994,0.0000
557,2.0000,3.0000,5.0000,6.0000,1.0000,3.0000,2.0000,8.0000,17.0000,1.0000,0.9463,1.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,3.0000,48828,115.0662,50476922.8845,0.0000
559,4.0000,3.0000,6.0000,4.0000,4.0000,1.0000,1.0000,1.0000,19.0000,0.9710,1.0081,1.0000,0.0000,0.0000,4.0000,5.0000,2.0464,2.0000,3.0000,48828,137.8846,1036003585.8444,0.0000
561,2.0000,3.0000,4.0000,4.0000,1.0000,2.0000,0.0000,3.0000,21.0000,0.9710,0.9787,1.0000,0.0000,0.0000,2.0000,5.0000,2.1710,2.0000,3.0000,48828,122.5090,113541656.3434,0.0000
563,2.0000,3.0000,5.0000,4.0000,2.0000,1.0000,2.0000,5.0000,23.0000,1.0000,0.9750,1.0000,0.0000,0.0000,2.0000,5.0000,2.2464,2.0000,3.0000,48828,122.5090,122051602.7909,0.0000
565,2.0000,3.0000,5.0000,6.0000,1.0000,5.0000,1.0000,7.0000,25.0000,1.0000,0.8929,1.0000,0.0000,0.0000,5.0000,7.0000,2.6464,1.4286,3.0000,48828,92.0282,25679481.6262,0.0000
567,3.0000,3.0000,6.0000,4.0000,3.0000,1.0000,0.0000,0.0000,0.0000,0.9710,1.0141,1.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,3.0000,48828,137.7793,1413005522.7963,0.0000
569,3.0000,3.0000,5.0000,4.0000,1.0000,2.0000,2.0000,2.0000,2.0000,1.0000,0.9617,1.0000,0.0000,0.0000,2.0000,5.0000,2.1710,2.0000,3.0000,48828,122.7952,121087159.1298,0.0000
571,3.0000,3.0000,6.0000,4.0000,2.0000,1.0000,1.0000,4.0000,4.0000,0.9710,0.9556,1.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,3.0000,48828,114.9256,68367760.0632,0.0000
573,4.0000,3.0000,6.0000,4.0000,1.0000,3.0000,0.0000,6.0000,6.0000,0.9710,0.9579,1.0000,0.0000,0.0000,3.0000,5.0000,2.0464,2.0000,3.0000,48828,115.0034,49698476.1185,0.0000
575,6.0000,3.0000,7.0000,2.0000,6.0000,1.0000,2.0000,8.0000,8.0000,0.8813,1.0014,1.0000,0.0000,0.0000,2.0000,3.0000,1.2955,3.3333,3.0000,48828,122.5597,260280696.5756,0.0000
577,1.0000,5.0000,3.0000,4.0000,1.0000,2.0000,1.0000,1.0000,10.0000,0.8813,0.9204,1.0000,0.0000,0.0000,3.0000,5.0000,1.9610,2.0000,5.0000,48828,107.4125,31288368.8262,0.0000
579,2.0000,4.0000,4.0000,4.0000,2.0000,1.0000,0.0000,3.0000,12.0000,0.9710,0.9476,1.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,4.0000,48828,107.4125,43369082.2320,0.0000
581,1.0000,3.0000,4.0000,6.0000,1.0000,4.0000,2.0000,5.0000,14.0000,0.9710,0.9235,1.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,3.0000,48828,107.4166,31057161.9961,0.0000
583,3.0000,3.0000,5.0000,4.0000,3.0000,1.0000,1.0000,7.0000,16.0000,1.0000,0.9756,1.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,3.0000,48828,122.3649,136435283.7014,0.0000
585,1.0000,2.0000,4.0000,6.0000,1.0000,2.0000,0.0000,0.0000,18.0000,0.9710,0.9732,1.0000,0.0000,0.0000,3.0000,7.0000,2.7219,1.4286,2.0000,48828,122.2168,124650505.6117,0.0000
587,2.0000,2.0000,5.0000,6.0000,2.0000,1.0000,2.0000,2.0000,20.0000,1.0000,0.9470,1.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,107.4166,43135781.2160,0.0000
589,2.0000,2.0000,5.0000,6.0000,1.0000,3.0000,1.0000,4.0000,22.0000,1.0000,0.9286,1.0000,0.0000,0.0000,3.0000,7.0000,2.7219,1.4286,2.0000,48828,107.4166,31057169.6568,0.0000
591,4.0000,2.0000,6.0000,4.0000,4.0000,1.0000,0.0000,6.0000,24.0000,0.9710,0.9753,1.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,2.0000,48828,122.5140,146751746.1602,0.0000
593,1.0000,3.0000,4.0000,6.0000,1.0000,2.0000,2.0000,8.0000,26.0000,0.9710,0.9680,1.0000,0.0000,0.0000,5.0000,7.0000,2.6464,1.4286,3.0000,48828,122.2820,124095762.9755,0.0000
595,2.0000,2.0000,5.0000,6.0000,2.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9830,1.0000,0.0000,0.0000,5.0000,7.0000,2.7219,1.4286,2.0000,48828,122.2820,140247854.0152,0.0000
597,1.0000,2.0000,5.0000,8.0000,1.0000,8.0000,0.0000,3.0000,3.0000,1.0000,0.9442,1.0000,0.0000,0.0000,8.0000,9.0000,3.1219,1.1111,2.0000,48828,99.6451,27237077.3293,0.0000
599,3.0000,2.0000,6.0000,6.0000,3.0000,1.0000,2.0000,5.0000,5.0000,0.9710,0.9581,1.0000,0.0000,0.0000,6.0000,7.0000,2.6464,1.4286,2.0000,48828,114.8544,83134684.9980,0.0000
601,2.0000,2.0000,5.0000,6.0000,1.0000,2.0000,1.0000,7.0000,7.0000,1.0000,0.9791,1.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,122.4795,158075400.2910,0.0000
603,2.0000,2.0000,6.0000,6.0000,2.0000,1.0000,0.0000,0.0000,9.0000,0.9710,0.9908,1.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,129.9695,473616621.0587,0.0000
605,3.0000,2.0000,6.0000,6.0000,1.0000,3.0000,2.0000,2.0000,11.0000,0.9710,0.9296,1.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,2.0000,48828,99.8736,27442328.8063,0.0000
607,5.0000,2.0000,7.0000,4.0000,5.0000,1.0000,1.0000,4.0000,13.0000,0.8813,0.9846,1.0000,0.0000,0.0000,4.0000,5.0000,1.9610,2.0000,2.0000,48828,122.5657,193384840.2654,0.0000
609,2.0000,4.0000,4.0000,4.0000,1.0000,2.0000,0.0000,6.0000,15.0000,0.9710,0.9611,1.0000,0.0000,0.0000,2.0000,5.0000,2.1219,2.0000,4.0000,48828,115.3383,51910603.7061,0.0000
611,2.0000,3.0000,5.0000,4.0000,2.0000,1.0000,2.0000,8.0000,17.0000,1.0000,0.9528,1.0000,0.0000,0.0000,2.0000,5.0000,2.2464,2.0000,3.0000,48828,107.4187,44077685.4286,0.0000
613,2.0000,2.0000,5.0000,6.0000,1.0000,4.0000,1.0000,1.0000,19.0000,1.0000,0.9293,1.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,107.4187,32020820.1518,0.0000
615,3.0000,2.0000,6.0000,4.0000,3.0000,1.0000,0.0000,3.0000,21.0000,0.9710,1.0005,1.0000,0.0000,0.0000,2.0000,5.0000,2.2464,2.0000,2.0000,48828,130.2890,444940210.3564,0.0000
617,2.0000,2.0000,5.0000,6.0000,1.0000,2.0000,2.0000,5.0000,23.0000,1.0000,0.9933,1.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,130.1035,321338089.6616,0.0000
619,2.0000,2.0000,6.0000,6.0000,2.0000,1.0000,1.0000,7.0000,25.0000,0.9710,0.9667,1.0000,0.0000,0.0000,5.0000,7.0000,2.7219,1.4286,2.0000,48828,122.7474,124941845.9214,0.0000
621,2.0000,2.0000,6.0000,6.0000,1.0000,3.0000,0.0000,0.0000,0.0000,0.9710,0.9736,1.0000,0.0000,0.0000,3.0000,7.0000,2.7219,1.4286,2.0000,48828,122.5628,102584355.5713,0.0000
623,4.0000,2.0000,7.0000,4.0000,4.0000,1.0000,2.0000,2.0000,2.0000,0.8813,0.9916,1.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,2.0000,48828,130.2921,296118778.7756,0.0000
625,3.0000,3.0000,5.0000,4.0000,1.0000,2.0000,1.0000,4.0000,4.0000,1.0000,0.9241,1.0000,0.0000,0.0000,2.0000,5.0000,2.1710,2.0000,3.0000,48828,99.6451,27237104.9371,0.0000
627,3.0000,2.0000,6.0000,4.0000,2.0000,1.0000,0.0000,6.0000,6.0000,0.9710,0.9684,1.0000,0.0000,0.0000,2.0000,5.0000,2.2464,2.0000,2.0000,48828,122.6037,104223716.1883,0.0000
629,3.0000,2.0000,6.0000,6.0000,1.0000,5.0000,2.0000,8.0000,8.0000,0.9710,0.9633,1.0000,0.0000,0.0000,5.0000,7.0000,2.6464,1.4286,2.0000,48828,114.5037,48448913.0088,0.0000
631,3.0000,2.0000,7.0000,4.0000,3.0000,1.0000,1.0000,1.0000,10.0000,0.8813,0.9503,1.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,2.0000,48828,107.1444,62145166.4529,0.0000
633,4.0000,2.0000,6.0000,4.0000,1.0000,2.0000,0.0000,3.0000,12.0000,0.9710,0.9762,1.0000,0.0000,0.0000,2.0000,5.0000,2.1219,2.0000,2.0000,48828,122.7854,189154843.7636,0.0000
635,4.0000,2.0000,7.0000,4.0000,2.0000,1.0000,2.0000,5.0000,14.0000,0.8813,0.9598,1.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,2.0000,48828,114.8132,62233344.3549,0.0000
637,5.0000,2.0000,7.0000,4.0000,1.0000,3.0000,1.0000,7.0000,16.0000,0.8813,0.9929,1.0000,0.0000,0.0000,3.0000,5.0000,1.9610,2.0000,2.0000,48828,130.1373,339833129.7540,0.0000
639,7.0000,2.0000,8.0000,2.0000,7.0000,1.0000,0.0000,0.0000,18.0000,0.7219,1.0266,1.0000,0.0000,0.0000,2.0000,3.0000,1.1568,3.3333,2.0000,48828,145.6357,3398929269.0597,0.0000
641,1.0000,6.0000,3.0000,4.0000,1.0000,2.0000,2.0000,2.0000,20.0000,0.8813,0.9864,1.0000,0.0000,0.0000,4.0000,5.0000,1.7710,2.0000,6.0000,48828,130.1598,395019399.0627,0.0000
643,2.0000,5.0000,4.0000,4.0000,2.0000,1.0000,1.0000,4.0000,22.0000,0.9710,0.9247,1.0000,0.0000,0.0000,4.0000,5.0000,1.9610,2.0000,5.0000,48828,99.6451,39595758.4687,0.0000
645,1.0000,4.0000,4.0000,6.0000,1.0000,4.0000,0.0000,6.0000,24.0000,0.9710,0.9503,1.0000,0.0000,0.0000,4.0000,7.0000,2.5219,1.4286,4.0000,48828,115.0171,50862234.4973,0.0000
647,3.0000,4.0000,5.0000,4.0000,3.0000,1.0000,2.0000,8.0000,26.0000,1.0000,0.9557,1.0000,0.0000,0.0000,4.0000,5.0000,2.0464,2.0000,4.0000,48828,115.0496,82827057.1971,0.0000
649,1.0000,3.0000,4.0000,6.0000,1.0000,2.0000,1.0000,1.0000,1.0000,0.9710,0.9914,1.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,3.0000,48828,130.1508,403619480.4984,0.0000
651,2.0000,3.0000,5.0000,6.0000,2.0000,1.0000,0.0000,3.0000,3.0000,1.0000,0.9549,1.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,3.0000,48828,115.0171,62022708.6805,0.0000
653,2.0000,3.0000,5.0000,6.0000,1.0000,3.0000,2.0000,5.0000,5.0000,1.0000,0.9381,1.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,3.0000,48828,107.2027,31112437.2730,0.0000
655,4.0000,3.0000,6.0000,4.0000,4.0000,1.0000,1.0000,7.0000,7.0000,0.9710,1.0031,1.0000,0.0000,0.0000,4.0000,5.0000,2.0464,2.0000,3.0000,48828,130.1745,321570920.0828,0.0000
657,1.0000,3.0000,4.0000,6.0000,1.0000,2.0000,0.0000,0.0000,9.0000,0.9710,0.9436,1.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,3.0000,48828,114.8790,48090884.5160,0.0000
659,2.0000,2.0000,5.0000,6.0000,2.0000,1.0000,2.0000,2.0000,11.0000,1.0000,0.9517,1.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,114.8790,59267304.8653,0.0000
661,1.0000,2.0000,5.0000,8.0000,1.0000,6.0000,1.0000,4.0000,13.0000,1.0000,0.9786,1.0000,0.0000,0.0000,6.0000,9.0000,3.1219,1.1111,2.0000,48828,114.8966,44887344.3088,0.0000
663,3.0000,2.0000,6.0000,6.0000,3.0000,1.0000,0.0000,6.0000,15.0000,0.9710,0.9634,1.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,2.0000,48828,107.2027,61525955.0582,0.0000
665,2.0000,2.0000,5.0000,6.0000,1.0000,2.0000,2.0000,8.0000,17.0000,1.0000,0.9682,1.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,122.5493,519181572.6945,0.0000
667,2.0000,2.0000,6.0000,6.0000,2.0000,1.0000,1.0000,1.0000,19.0000,0.9710,1.0081,1.0000,0.0000,0.0000,4.0000,7.0000,2.7219,1.4286,2.0000,48828,137.8956,949138704.4333,0.0000
669,3.0000,2.0000,6.0000,6.0000,1.0000,3.0000,0.0000,3.0000,21.0000,0.9710,0.9679,1.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,2.0000,48828,122.3489,114414084.7827,0.0000
671,5.0000,2.0000,7.0000,4.0000,5.0000,1.0000,2.0000,5.0000,23.0000,0.8813,1.0125,1.0000,0.0000,0.0000,4.0000,5.0000,1.9610,2.0000,2.0000,48828,137.9560,1198196122.9010,0.0000
673,1.0000,4.0000,4.0000,6.0000,1.0000,2.0000,1.0000,7.0000,25.0000,0.9710,0.9657,1.0000,0.0000,0.0000,6.0000,7.0000,2.5219,1.4286,4.0000,48828,122.3721,137230586.5914,0.0000
675,2.0000,3.0000,5.0000,6.0000,2.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.9916,1.0000,0.0000,0.0000,6.0000,7.0000,2.6464,1.4286,3.0000,48828,122.6378,112907827.2925,0.0000
677,1.0000,2.0000,5.0000,8.0000,1.0000,4.0000,2.0000,2.0000,2.0000,1.0000,1.0031,1.0000,0.0000,0.0000,6.0000,9.0000,3.1219,1.1111,2.0000,48828,130.3126,768023376.8029,0.0000
679,3.0000,2.0000,6.0000,6.0000,3.0000,1.0000,1.0000,4.0000,4.0000,0.9710,0.9909,1.0000,0.0000,0.0000,6.0000,7.0000,2.6464,1.4286,2.0000,48828,129.9430,322530948.6048,0.0000
681,1.0000,2.0000,5.0000,8.0000,1.0000,2.0000,0.0000,6.0000,6.0000,1.0000,1.0265,1.0000,0.0000,0.0000,8.0000,9.0000,3.1219,1.1111,2.0000,48828,145.5743,4650509871.5866,0.0000
683,2.0000,1.0000,6.0000,8.0000,2.0000,1.0000,2.0000,8.0000,8.0000,0.9710,0.9614,1.0000,0.0000,0.0000,9.0000,9.0000,3.1219,1.1111,1.0000,48828,122.6044,223214829.6758,0.0000
685,2.0000,1.0000,6.0000,8.0000,1.0000,3.0000,1.0000,1.0000,10.0000,0.9710,0.9388,1.0000,0.0000,0.0000,7.0000,9.0000,3.1219,1.1111,1.0000,48828,115.2609,48740856.0396,0.0000
687,4.0000,1.0000,7.0000,6.0000,4.0000,1.0000,0.0000,3.0000,12.0000,0.8813,0.9733,1.0000,0.0000,0.0000,7.0000,7.0000,2.5219,1.4286,1.0000,48828,122.4324,206749486.6427,0.0000
689,2.0000,3.0000,5.0000,6.0000,1.0000,2.0000,2.0000,5.0000,14.0000,1.0000,0.9200,1.0000,0.0000,0.0000,5.0000,7.0000,2.6464,1.4286,3.0000,48828,107.2122,32014520.4837,0.0000
691,2.0000,2.0000,6.0000,6.0000,2.0000,1.0000,1.0000,7.0000,16.0000,0.9710,0.9290,1.0000,0.0000,0.0000,5.0000,7.0000,2.7219,1.4286,2.0000,48828,107.2122,44077328.7928,0.0000
693,2.0000,1.0000,6.0000,8.0000,1.0000,5.0000,0.0000,0.0000,18.0000,0.9710,0.9297,1.0000,0.0000,0.0000,5.0000,9.0000,3.1219,1.1111,1.0000,48828,107.4007,31044746.2730,0.0000
695,3.0000,1.0000,7.0000,6.0000,3.0000,1.0000,2.0000,2.0000,20.0000,0.8813,0.9734,1.0000,0.0000,0.0000,5.0000,7.0000,2.6464,1.4286,1.0000,48828,122.5054,130790549.4615,0.0000
