residue,max_run_1s,max_run_0s,hamming_weight,alternation_score,trailing_ones,trailing_zeros_3n1,mod_3,mod_9,mod_27,bit_entropy,avg_odd_mult,leading_ones,leading_zeros,trailing_zeros,longest_alternating_run,block_count,run_length_entropy,binary_compressibility,max_run_0s_dup,count,avg_steps,avg_peak,avg_v2
933,3.0000,2.0000,6.0000,6.0000,1.0000,4.0000,0.0000,6.0000,15.0000,0.9710,0.9787,3.0000,0.0000,0.0000,4.0000,7.0000,2.6464,1.4286,2.0000,48828,122.4078,141040314.2833,0.0000
935,3.0000,2.0000,7.0000,4.0000,3.0000,1.0000,2.0000,8.0000,17.0000,0.8813,0.9866,3.0000,0.0000,0.0000,4.0000,5.0000,2.1710,2.0000,2.0000,48828,130.2372,321437203.4340,0.0000
937,3.0000,2.0000,6.0000,6.0000,1.0000,2.0000,1.0000,1.0000,19.0000,0.9710,1.0082,3.0000,0.0000,0.0000,6.0000,7.0000,2.6464,1.4286,2.0000,48828,137.9966,1066423841.2686,0.0000
939,3.0000,1.0000,7.0000,6.0000,2.0000,1.0000,0.0000,3.0000,21.0000,0.8813,0.9666,3.0000,0.0000,0.0000,7.0000,7.0000,2.6464,1.4286,1.0000,48828,122.8891,188548597.9816,0.0000
941,3.0000,1.0000,7.0000,6.0000,1.0000,3.0000,2.0000,5.0000,23.0000,0.8813,0.9685,3.0000,0.0000,0.0000,5.0000,7.0000,2.6464,1.4286,1.0000,48828,122.6206,101781431.9087,0.0000
943,4.0000,1.0000,8.0000,4.0000,4.0000,1.0000,1.0000,7.0000,25.0000,0.7219,0.9746,3.0000,0.0000,0.0000,5.0000,5.0000,2.0464,2.0000,1.0000,48828,114.8684,107034104.6213,0.0000
945,3.0000,3.0000,6.0000,4.0000,1.0000,2.0000,0.0000,0.0000,0.0000,0.9710,0.9054,3.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,3.0000,48828,99.5420,27513121.6636,0.0000
947,3.0000,2.0000,7.0000,4.0000,2.0000,1.0000,2.0000,2.0000,2.0000,0.8813,0.9286,3.0000,0.0000,0.0000,3.0000,5.0000,2.2464,2.0000,2.0000,48828,99.5420,39862953.0096,0.0000
949,3.0000,1.0000,7.0000,6.0000,1.0000,5.0000,1.0000,4.0000,4.0000,0.8813,0.9352,3.0000,0.0000,0.0000,5.0000,7.0000,2.6464,1.4286,1.0000,48828,107.0518,32413330.0333,0.0000
951,3.0000,1.0000,8.0000,4.0000,3.0000,1.0000,0.0000,6.0000,6.0000,0.7219,0.9679,3.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,1.0000,48828,114.8445,89166736.1981,0.0000
953,3.0000,2.0000,7.0000,4.0000,1.0000,2.0000,2.0000,8.0000,8.0000,0.8813,0.9497,3.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,2.0000,48828,114.8359,54112091.5999,0.0000
955,3.0000,1.0000,8.0000,4.0000,2.0000,1.0000,1.0000,1.0000,10.0000,0.7219,0.9543,3.0000,0.0000,0.0000,3.0000,5.0000,2.1710,2.0000,1.0000,48828,114.8359,66867156.6547,0.0000
957,4.0000,1.0000,8.0000,4.0000,1.0000,3.0000,0.0000,3.0000,12.0000,0.7219,0.9926,3.0000,0.0000,0.0000,3.0000,5.0000,2.0464,2.0000,1.0000,48828,129.9781,362559250.7567,0.0000
959,6.0000,1.0000,9.0000,2.0000,6.0000,1.0000,2.0000,5.0000,14.0000,0.4690,1.0120,3.0000,0.0000,0.0000,3.0000,3.0000,1.2955,3.3333,1.0000,48828,137.5767,1024426364.7043,0.0000
961,4.0000,5.0000,5.0000,2.0000,1.0000,2.0000,1.0000,7.0000,16.0000,1.0000,0.9431,4.0000,0.0000,0.0000,2.0000,3.0000,1.3610,3.3333,5.0000,48828,114.7440,53190915.0342,0.0000
963,4.0000,4.0000,6.0000,2.0000,2.0000,1.0000,0.0000,0.0000,18.0000,0.9710,0.9842,4.0000,0.0000,0.0000,2.0000,3.0000,1.5219,3.3333,4.0000,48828,122.5589,195065524.0560,0.0000
965,4.0000,3.0000,6.0000,4.0000,1.0000,4.0000,2.0000,2.0000,20.0000,0.9710,0.9110,4.0000,0.0000,0.0000,4.0000,5.0000,2.0464,2.0000,3.0000,48828,99.6698,27206558.3840,0.0000
967,4.0000,3.0000,7.0000,2.0000,3.0000,1.0000,1.0000,4.0000,22.0000,0.8813,0.9867,4.0000,0.0000,0.0000,2.0000,3.0000,1.5710,3.3333,3.0000,48828,130.1437,529511455.6161,0.0000
969,4.0000,2.0000,6.0000,4.0000,1.0000,2.0000,0.0000,6.0000,24.0000,0.9710,0.9794,4.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,2.0000,48828,122.5983,119597587.5648,0.0000
971,4.0000,2.0000,7.0000,4.0000,2.0000,1.0000,2.0000,8.0000,26.0000,0.8813,0.9322,4.0000,0.0000,0.0000,4.0000,5.0000,2.1219,2.0000,2.0000,48828,107.2220,43037454.8523,0.0000
973,4.0000,2.0000,7.0000,4.0000,1.0000,3.0000,1.0000,1.0000,1.0000,0.8813,0.9453,4.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,2.0000,48828,114.6781,44763192.2393,0.0000
975,4.0000,2.0000,8.0000,2.0000,4.0000,1.0000,0.0000,3.0000,3.0000,0.7219,0.9830,4.0000,0.0000,0.0000,2.0000,3.0000,1.5219,3.3333,2.0000,48828,122.5138,155007629.5136,0.0000
977,4.0000,3.0000,6.0000,4.0000,1.0000,2.0000,2.0000,5.0000,5.0000,0.9710,0.9453,4.0000,0.0000,0.0000,4.0000,5.0000,2.0464,2.0000,3.0000,48828,114.6781,44763195.7132,0.0000
979,4.0000,2.0000,7.0000,4.0000,2.0000,1.0000,1.0000,7.0000,7.0000,0.8813,0.9928,4.0000,0.0000,0.0000,4.0000,5.0000,2.1219,2.0000,2.0000,48828,129.9592,408255761.4232,0.0000
981,4.0000,1.0000,7.0000,6.0000,1.0000,7.0000,0.0000,0.0000,9.0000,0.8813,0.9637,4.0000,0.0000,0.0000,7.0000,7.0000,2.5219,1.4286,1.0000,48828,107.3142,32274075.5761,0.0000
983,4.0000,1.0000,8.0000,4.0000,3.0000,1.0000,2.0000,2.0000,11.0000,0.7219,1.0026,4.0000,0.0000,0.0000,5.0000,5.0000,2.0464,2.0000,1.0000,48828,129.8974,289513760.9501,0.0000
985,4.0000,2.0000,7.0000,4.0000,1.0000,2.0000,1.0000,4.0000,13.0000,0.8813,0.9391,4.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,2.0000,48828,99.6698,30287830.9356,0.0000
987,4.0000,1.0000,8.0000,4.0000,2.0000,1.0000,0.0000,6.0000,15.0000,0.7219,0.9793,4.0000,0.0000,0.0000,3.0000,5.0000,2.1219,2.0000,1.0000,48828,122.5609,141760731.2367,0.0000
989,4.0000,1.0000,8.0000,4.0000,1.0000,3.0000,2.0000,8.0000,17.0000,0.7219,0.9449,4.0000,0.0000,0.0000,3.0000,5.0000,2.0464,2.0000,1.0000,48828,114.5132,47124911.3593,0.0000
991,5.0000,1.0000,9.0000,2.0000,5.0000,1.0000,1.0000,1.0000,19.0000,0.4690,0.9976,4.0000,0.0000,0.0000,3.0000,3.0000,1.3610,3.3333,1.0000,48828,130.0307,336197588.5232,0.0000
993,5.0000,4.0000,6.0000,2.0000,1.0000,2.0000,0.0000,3.0000,21.0000,0.9710,0.9866,5.0000,0.0000,0.0000,2.0000,3.0000,1.3610,3.3333,4.0000,48828,130.1264,456626297.1317,0.0000
995,5.0000,3.0000,7.0000,2.0000,2.0000,1.0000,2.0000,5.0000,23.0000,0.8813,0.9637,5.0000,0.0000,0.0000,2.0000,3.0000,1.4855,3.3333,3.0000,48828,107.3142,44337370.5925,0.0000
997,5.0000,2.0000,7.0000,4.0000,1.0000,4.0000,1.0000,7.0000,25.0000,0.8813,0.9548,5.0000,0.0000,0.0000,4.0000,5.0000,1.9610,2.0000,2.0000,48828,114.5555,459070474.2523,0.0000
999,5.0000,2.0000,8.0000,2.0000,3.0000,1.0000,0.0000,0.0000,0.0000,0.7219,0.9878,5.0000,0.0000,0.0000,2.0000,3.0000,1.4855,3.3333,2.0000,48828,122.2489,160254649.4205,0.0000
1001,5.0000,2.0000,7.0000,4.0000,1.0000,2.0000,2.0000,2.0000,2.0000,0.8813,1.0078,5.0000,0.0000,0.0000,4.0000,5.0000,1.9610,2.0000,2.0000,48828,137.6754,932678840.9629,0.0000
1003,5.0000,1.0000,8.0000,4.0000,2.0000,1.0000,1.0000,4.0000,4.0000,0.7219,0.9907,5.0000,0.0000,0.0000,5.0000,5.0000,1.9610,2.0000,1.0000,48828,129.9209,312393055.5338,0.0000
1005,5.0000,1.0000,8.0000,4.0000,1.0000,3.0000,0.0000,6.0000,6.0000,0.7219,0.9674,5.0000,0.0000,0.0000,3.0000,5.0000,1.9610,2.0000,1.0000,48828,122.1455,518766218.4351,0.0000
1007,5.0000,1.0000,9.0000,2.0000,4.0000,1.0000,2.0000,8.0000,8.0000,0.4690,0.9998,5.0000,0.0000,0.0000,3.0000,3.0000,1.3610,3.3333,1.0000,48828,129.8736,354895943.4947,0.0000
1009,6.0000,3.0000,7.0000,2.0000,1.0000,2.0000,1.0000,1.0000,10.0000,0.8813,0.9641,6.0000,0.0000,0.0000,2.0000,3.0000,1.2955,3.3333,3.0000,48828,115.0254,49330766.9719,0.0000
1011,6.0000,2.0000,8.0000,2.0000,2.0000,1.0000,0.0000,3.0000,12.0000,0.7219,0.9676,6.0000,0.0000,0.0000,2.0000,3.0000,1.3710,3.3333,2.0000,48828,122.2846,541269400.7700,0.0000
1013,6.0000,1.0000,8.0000,4.0000,1.0000,5.0000,2.0000,5.0000,14.0000,0.7219,0.9920,6.0000,0.0000,0.0000,5.0000,5.0000,1.7710,2.0000,1.0000,48828,122.8706,102089196.8498,0.0000
1015,6.0000,1.0000,9.0000,2.0000,3.0000,1.0000,1.0000,7.0000,16.0000,0.4690,0.9729,6.0000,0.0000,0.0000,3.0000,3.0000,1.2955,3.3333,1.0000,48828,122.4020,142181564.8948,0.0000
1017,7.0000,2.0000,8.0000,2.0000,1.0000,2.0000,0.0000,0.0000,18.0000,0.7219,0.9862,7.0000,0.0000,0.0000,2.0000,3.0000,1.1568,3.3333,2.0000,48828,129.9935,926534824.6921,0.0000
1019,7.0000,1.0000,9.0000,2.0000,2.0000,1.0000,2.0000,2.0000,20.0000,0.4690,0.9862,7.0000,0.0000,0.0000,3.0000,3.0000,1.1568,3.3333,1.0000,48828,129.9851,283164672.8152,0.0000
1021,8.0000,1.0000,9.0000,2.0000,1.0000,3.0000,1.0000,4.0000,22.0000,0.4690,1.0140,8.0000,0.0000,0.0000,3.0000,3.0000,0.9219,3.3333,1.0000,48828,138.1314,1475417904.1076,0.0000
1023,10.0000,0.0000,10.0000,0.0000,10.0000,1.0000,0.0000,6.0000,24.0000,0.0000,1.0423,10.0000,0.0000,0.0000,1.0000,1.0000,0.0000,10.0000,0.0000,48828,153.4287,13763270086.4121,0.0000
