n,T_n,v_2,multiplier,log_drift
5223001,3917251,2,0.75,-0.287682
5224001,3918001,2,0.75,-0.287682
5225001,3918751,2,0.75,-0.287682
5226001,3919501,2,0.75,-0.287682
5227001,3920251,2,0.75,-0.287682
5228001,3921001,2,0.75,-0.287682
5229001,3921751,2,0.75,-0.287682
5230001,3922501,2,0.75,-0.287682
5231001,3923251,2,0.75,-0.287682
5232001,3924001,2,0.75,-0.287682
5233001,3924751,2,0.75,-0.287682
5234001,3925501,2,0.75,-0.287682
5235001,3926251,2,0.75,-0.287682
5236001,3927001,2,0.75,-0.287682
5237001,3927751,2,0.75,-0.287682
5238001,3928501,2,0.75,-0.287682
5239001,3929251,2,0.75,-0.287682
5240001,3930001,2,0.75,-0.287682
5241001,3930751,2,0.75,-0.287682
5242001,3931501,2,0.75,-0.287682
5243001,3932251,2,0.75,-0.287682
5244001,3933001,2,0.75,-0.287682
5245001,3933751,2,0.75,-0.287682
5246001,3934501,2,0.75,-0.287682
5247001,3935251,2,0.75,-0.287682
5248001,3936001,2,0.75,-0.287682
5249001,3936751,2,0.75,-0.287682
5250001,3937501,2,0.75,-0.287682
5251001,3938251,2,0.75,-0.287682
5252001,3939001,2,0.75,-0.287682
5253001,3939751,2,0.75,-0.287682
5254001,3940501,2,0.75,-0.287682
5255001,3941251,2,0.75,-0.287682
5256001,3942001,2,0.75,-0.287682
5257001,3942751,2,0.75,-0.287682
5258001,3943501,2,0.75,-0.287682
5259001,3944251,2,0.75,-0.287682
5260001,3945001,2,0.75,-0.287682
5261001,3945751,2,0.75,-0.287682
5262001,3946501,2,0.75,-0.287682
5263001,3947251,2,0.75,-0.287682
5264001,3948001,2,0.75,-0.287682
5265001,3948751,2,0.75,-0.287682
5266001,3949501,2,0.75,-0.287682
5267001,3950251,2,0.75,-0.287682
5268001,3951001,2,0.75,-0.287682
5269001,3951751,2,0.75,-0.287682
5270001,3952501,2,0.75,-0.287682
5271001,3953251,2,0.75,-0.287682
5272001,3954001,2,0.75,-0.287682
5273001,3954751,2,0.75,-0.287682
5274001,3955501,2,0.75,-0.287682
5275001,3956251,2,0.75,-0.287682
5276001,3957001,2,0.75,-0.287682
5277001,3957751,2,0.75,-0.287682
5278001,3958501,2,0.75,-0.287682
5279001,3959251,2,0.75,-0.287682
5280001,3960001,2,0.75,-0.287682
5281001,3960751,2,0.75,-0.287682
5282001,3961501,2,0.75,-0.287682
5283001,3962251,2,0.75,-0.287682
5284001,3963001,2,0.75,-0.287682
5285001,3963751,2,0.75,-0.287682
5286001,3964501,2,0.75,-0.287682
5287001,3965251,2,0.75,-0.287682
5288001,3966001,2,0.75,-0.287682
5289001,3966751,2,0.75,-0.287682
5290001,3967501,2,0.75,-0.287682
5291001,3968251,2,0.75,-0.287682
5292001,3969001,2,0.75,-0.287682
5293001,3969751,2,0.75,-0.287682
5294001,3970501,2,0.75,-0.287682
5295001,3971251,2,0.75,-0.287682
5296001,3972001,2,0.75,-0.287682
5297001,3972751,2,0.75,-0.287682
5298001,3973501,2,0.75,-0.287682
5299001,3974251,2,0.75,-0.287682
5300001,3975001,2,0.75,-0.287682
5301001,3975751,2,0.75,-0.287682
5302001,3976501,2,0.75,-0.287682
5303001,3977251,2,0.75,-0.287682
5304001,3978001,2,0.75,-0.287682
5305001,3978751,2,0.75,-0.287682
5306001,3979501,2,0.75,-0.287682
5307001,3980251,2,0.75,-0.287682
5308001,3981001,2,0.75,-0.287682
5309001,3981751,2,0.75,-0.287682
5310001,3982501,2,0.75,-0.287682
5311001,3983251,2,0.75,-0.287682
5312001,3984001,2,0.75,-0.287682
5313001,3984751,2,0.75,-0.287682
5314001,3985501,2,0.75,-0.287682
5315001,3986251,2,0.75,-0.287682
5316001,3987001,2,0.75,-0.287682
5317001,3987751,2,0.75,-0.287682
5318001,3988501,2,0.75,-0.287682
5319001,3989251,2,0.75,-0.287682
5320001,3990001,2,0.75,-0.287682
5321001,3990751,2,0.75,-0.287682
5322001,3991501,2,0.75,-0.287682
5323001,3992251,2,0.75,-0.287682
5324001,3993001,2,0.75,-0.287682
5325001,3993751,2,0.75,-0.287682
5326001,3994501,2,0.75,-0.287682
5327001,3995251,2,0.75,-0.287682
5328001,3996001,2,0.75,-0.287682
5329001,3996751,2,0.75,-0.287682
5330001,3997501,2,0.75,-0.287682
5331001,3998251,2,0.75,-0.287682
5332001,3999001,2,0.75,-0.287682
5333001,3999751,2,0.75,-0.287682
5334001,4000501,2,0.75,-0.287682
5335001,4001251,2,0.75,-0.287682
5336001,4002001,2,0.75,-0.287682
5337001,4002751,2,0.75,-0.287682
5338001,4003501,2,0.75,-0.287682
5339001,4004251,2,0.75,-0.287682
5340001,4005001,2,0.75,-0.287682
5341001,4005751,2,0.75,-0.287682
5342001,4006501,2,0.75,-0.287682
5343001,4007251,2,0.75,-0.287682
5344001,4008001,2,0.75,-0.287682
5345001,4008751,2,0.75,-0.287682
5346001,4009501,2,0.75,-0.287682
5347001,4010251,2,0.75,-0.287682
5348001,4011001,2,0.75,-0.287682
5349001,4011751,2,0.75,-0.287682
5350001,4012501,2,0.75,-0.287682
5351001,4013251,2,0.75,-0.287682
5352001,4014001,2,0.75,-0.287682
5353001,4014751,2,0.75,-0.287682
5354001,4015501,2,0.75,-0.287682
5355001,4016251,2,0.75,-0.287682
5356001,4017001,2,0.75,-0.287682
5357001,4017751,2,0.75,-0.287682
5358001,4018501,2,0.75,-0.287682
5359001,4019251,2,0.75,-0.287682
5360001,4020001,2,0.75,-0.287682
5361001,4020751,2,0.75,-0.287682
5362001,4021501,2,0.75,-0.287682
5363001,4022251,2,0.75,-0.287682
5364001,4023001,2,0.75,-0.287682
5365001,4023751,2,0.75,-0.287682
5366001,4024501,2,0.75,-0.287682
5367001,4025251,2,0.75,-0.287682
5368001,4026001,2,0.75,-0.287682
5369001,4026751,2,0.75,-0.287682
5370001,4027501,2,0.75,-0.287682
5371001,4028251,2,0.75,-0.287682
5372001,4029001,2,0.75,-0.287682
5373001,4029751,2,0.75,-0.287682
5374001,4030501,2,0.75,-0.287682
5375001,4031251,2,0.75,-0.287682
5376001,4032001,2,0.75,-0.287682
5377001,4032751,2,0.75,-0.287682
5378001,4033501,2,0.75,-0.287682
5379001,4034251,2,0.75,-0.287682
5380001,4035001,2,0.75,-0.287682
5381001,4035751,2,0.75,-0.287682
5382001,4036501,2,0.75,-0.287682
5383001,4037251,2,0.75,-0.287682
5384001,4038001,2,0.75,-0.287682
5385001,4038751,2,0.75,-0.287682
5386001,4039501,2,0.75,-0.287682
5387001,4040251,2,0.75,-0.287682
5388001,4041001,2,0.75,-0.287682
5389001,4041751,2,0.75,-0.287682
5390001,4042501,2,0.75,-0.287682
5391001,4043251,2,0.75,-0.287682
5392001,4044001,2,0.75,-0.287682
5393001,4044751,2,0.75,-0.287682
5394001,4045501,2,0.75,-0.287682
5395001,4046251,2,0.75,-0.287682
5396001,4047001,2,0.75,-0.287682
5397001,4047751,2,0.75,-0.287682
5398001,4048501,2,0.75,-0.287682
5399001,4049251,2,0.75,-0.287682
5400001,4050001,2,0.75,-0.287682
5401001,4050751,2,0.75,-0.287682
5402001,4051501,2,0.75,-0.287682
5403001,4052251,2,0.75,-0.287682
5404001,4053001,2,0.75,-0.287682
5405001,4053751,2,0.75,-0.287682
5406001,4054501,2,0.75,-0.287682
5407001,4055251,2,0.75,-0.287682
5408001,4056001,2,0.75,-0.287682
5409001,4056751,2,0.75,-0.287682
5410001,4057501,2,0.75,-0.287682
5411001,4058251,2,0.75,-0.287682
5412001,4059001,2,0.75,-0.287682
5413001,4059751,2,0.75,-0.287682
5414001,4060501,2,0.75,-0.287682
5415001,4061251,2,0.75,-0.287682
5416001,4062001,2,0.75,-0.287682
5417001,4062751,2,0.75,-0.287682
5418001,4063501,2,0.75,-0.287682
5419001,4064251,2,0.75,-0.287682
5420001,4065001,2,0.75,-0.287682
5421001,4065751,2,0.75,-0.287682
5422001,4066501,2,0.75,-0.287682
5423001,4067251,2,0.75,-0.287682
5424001,4068001,2,0.75,-0.287682
5425001,4068751,2,0.75,-0.287682
5426001,4069501,2,0.75,-0.287682
5427001,4070251,2,0.75,-0.287682
5428001,4071001,2,0.75,-0.287682
5429001,4071751,2,0.75,-0.287682
5430001,4072501,2,0.75,-0.287682
5431001,4073251,2,0.75,-0.287682
5432001,4074001,2,0.75,-0.287682
5433001,4074751,2,0.75,-0.287682
5434001,4075501,2,0.75,-0.287682
5435001,4076251,2,0.75,-0.287682
5436001,4077001,2,0.75,-0.287682
5437001,4077751,2,0.75,-0.287682
5438001,4078501,2,0.75,-0.287682
5439001,4079251,2,0.75,-0.287682
5440001,4080001,2,0.75,-0.287682
5441001,4080751,2,0.75,-0.287682
5442001,4081501,2,0.75,-0.287682
5443001,4082251,2,0.75,-0.287682
5444001,4083001,2,0.75,-0.287682
5445001,4083751,2,0.75,-0.287682
5446001,4084501,2,0.75,-0.287682
5447001,4085251,2,0.75,-0.287682
5448001,4086001,2,0.75,-0.287682
5449001,4086751,2,0.75,-0.287682
5450001,4087501,2,0.75,-0.287682
5451001,4088251,2,0.75,-0.287682
5452001,4089001,2,0.75,-0.287682
5453001,4089751,2,0.75,-0.287682
5454001,4090501,2,0.75,-0.287682
5455001,4091251,2,0.75,-0.287682
5456001,4092001,2,0.75,-0.287682
5457001,4092751,2,0.75,-0.287682
5458001,4093501,2,0.75,-0.287682
5459001,4094251,2,0.75,-0.287682
5460001,4095001,2,0.75,-0.287682
5461001,4095751,2,0.75,-0.287682
5462001,4096501,2,0.75,-0.287682
5463001,4097251,2,0.75,-0.287682
5464001,4098001,2,0.75,-0.287682
5465001,4098751,2,0.75,-0.287682
5466001,4099501,2,0.75,-0.287682
5467001,4100251,2,0.75,-0.287682
5468001,4101001,2,0.75,-0.287682
5469001,4101751,2,0.75,-0.287682
5470001,4102501,2,0.75,-0.287682
5471001,4103251,2,0.75,-0.287682
5472001,4104001,2,0.75,-0.287682
5473001,4104751,2,0.75,-0.287682
5474001,4105501,2,0.75,-0.287682
5475001,4106251,2,0.75,-0.287682
5476001,4107001,2,0.75,-0.287682
5477001,4107751,2,0.75,-0.287682
5478001,4108501,2,0.75,-0.287682
5479001,4109251,2,0.75,-0.287682
5480001,4110001,2,0.75,-0.287682
5481001,4110751,2,0.75,-0.287682
5482001,4111501,2,0.75,-0.287682
5483001,4112251,2,0.75,-0.287682
5484001,4113001,2,0.75,-0.287682
5485001,4113751,2,0.75,-0.287682
5486001,4114501,2,0.75,-0.287682
5487001,4115251,2,0.75,-0.287682
5488001,4116001,2,0.75,-0.287682
5489001,4116751,2,0.75,-0.287682
5490001,4117501,2,0.75,-0.287682
5491001,4118251,2,0.75,-0.287682
5492001,4119001,2,0.75,-0.287682
5493001,4119751,2,0.75,-0.287682
5494001,4120501,2,0.75,-0.287682
5495001,4121251,2,0.75,-0.287682
5496001,4122001,2,0.75,-0.287682
5497001,4122751,2,0.75,-0.287682
5498001,4123501,2,0.75,-0.287682
5499001,4124251,2,0.75,-0.287682
5500001,4125001,2,0.75,-0.287682
5501001,4125751,2,0.75,-0.287682
5502001,4126501,2,0.75,-0.287682
5503001,4127251,2,0.75,-0.287682
5504001,4128001,2,0.75,-0.287682
5505001,4128751,2,0.75,-0.287682
5506001,4129501,2,0.75,-0.287682
5507001,4130251,2,0.75,-0.287682
5508001,4131001,2,0.75,-0.287682
5509001,4131751,2,0.75,-0.287682
5510001,4132501,2,0.75,-0.287682
5511001,4133251,2,0.75,-0.287682
5512001,4134001,2,0.75,-0.287682
5513001,4134751,2,0.75,-0.287682
5514001,4135501,2,0.75,-0.287682
5515001,4136251,2,0.75,-0.287682
5516001,4137001,2,0.75,-0.287682
5517001,4137751,2,0.75,-0.287682
5518001,4138501,2,0.75,-0.287682
5519001,4139251,2,0.75,-0.287682
5520001,4140001,2,0.75,-0.287682
5521001,4140751,2,0.75,-0.287682
5522001,4141501,2,0.75,-0.287682
5523001,4142251,2,0.75,-0.287682
5524001,4143001,2,0.75,-0.287682
5525001,4143751,2,0.75,-0.287682
5526001,4144501,2,0.75,-0.287682
5527001,4145251,2,0.75,-0.287682
5528001,4146001,2,0.75,-0.287682
5529001,4146751,2,0.75,-0.287682
5530001,4147501,2,0.75,-0.287682
5531001,4148251,2,0.75,-0.287682
5532001,4149001,2,0.75,-0.287682
5533001,4149751,2,0.75,-0.287682
5534001,4150501,2,0.75,-0.287682
5535001,4151251,2,0.75,-0.287682
5536001,4152001,2,0.75,-0.287682
5537001,4152751,2,0.75,-0.287682
5538001,4153501,2,0.75,-0.287682
5539001,4154251,2,0.75,-0.287682
5540001,4155001,2,0.75,-0.287682
5541001,4155751,2,0.75,-0.287682
5542001,4156501,2,0.75,-0.287682
5543001,4157251,2,0.75,-0.287682
5544001,4158001,2,0.75,-0.287682
5545001,4158751,2,0.75,-0.287682
5546001,4159501,2,0.75,-0.287682
5547001,4160251,2,0.75,-0.287682
5548001,4161001,2,0.75,-0.287682
5549001,4161751,2,0.75,-0.287682
5550001,4162501,2,0.75,-0.287682
5551001,4163251,2,0.75,-0.287682
5552001,4164001,2,0.75,-0.287682
5553001,4164751,2,0.75,-0.287682
5554001,4165501,2,0.75,-0.287682
5555001,4166251,2,0.75,-0.287682
5556001,4167001,2,0.75,-0.287682
5557001,4167751,2,0.75,-0.287682
5558001,4168501,2,0.75,-0.287682
5559001,4169251,2,0.75,-0.287682
5560001,4170001,2,0.75,-0.287682
5561001,4170751,2,0.75,-0.287682
5562001,4171501,2,0.75,-0.287682
5563001,4172251,2,0.75,-0.287682
5564001,4173001,2,0.75,-0.287682
5565001,4173751,2,0.75,-0.287682
5566001,4174501,2,0.75,-0.287682
5567001,4175251,2,0.75,-0.287682
5568001,4176001,2,0.75,-0.287682
5569001,4176751,2,0.75,-0.287682
5570001,4177501,2,0.75,-0.287682
5571001,4178251,2,0.75,-0.287682
5572001,4179001,2,0.75,-0.287682
5573001,4179751,2,0.75,-0.287682
5574001,4180501,2,0.75,-0.287682
5575001,4181251,2,0.75,-0.287682
5576001,4182001,2,0.75,-0.287682
5577001,4182751,2,0.75,-0.287682
5578001,4183501,2,0.75,-0.287682
5579001,4184251,2,0.75,-0.287682
5580001,4185001,2,0.75,-0.287682
5581001,4185751,2,0.75,-0.287682
5582001,4186501,2,0.75,-0.287682
5583001,4187251,2,0.75,-0.287682
5584001,4188001,2,0.75,-0.287682
5585001,4188751,2,0.75,-0.287682
5586001,4189501,2,0.75,-0.287682
5587001,4190251,2,0.75,-0.287682
5588001,4191001,2,0.75,-0.287682
5589001,4191751,2,0.75,-0.287682
5590001,4192501,2,0.75,-0.287682
5591001,4193251,2,0.75,-0.287682
5592001,4194001,2,0.75,-0.287682
5593001,4194751,2,0.75,-0.287682
5594001,4195501,2,0.75,-0.287682
5595001,4196251,2,0.75,-0.287682
5596001,4197001,2,0.75,-0.287682
5597001,4197751,2,0.75,-0.287682
5598001,4198501,2,0.75,-0.287682
5599001,4199251,2,0.75,-0.287682
5600001,4200001,2,0.75,-0.287682
5601001,4200751,2,0.75,-0.287682
5602001,4201501,2,0.75,-0.287682
5603001,4202251,2,0.75,-0.287682
5604001,4203001,2,0.75,-0.287682
5605001,4203751,2,0.75,-0.287682
5606001,4204501,2,0.75,-0.287682
5607001,4205251,2,0.75,-0.287682
5608001,4206001,2,0.75,-0.287682
5609001,4206751,2,0.75,-0.287682
5610001,4207501,2,0.75,-0.287682
5611001,4208251,2,0.75,-0.287682
5612001,4209001,2,0.75,-0.287682
5613001,4209751,2,0.75,-0.287682
5614001,4210501,2,0.75,-0.287682
5615001,4211251,2,0.75,-0.287682
5616001,4212001,2,0.75,-0.287682
5617001,4212751,2,0.75,-0.287682
5618001,4213501,2,0.75,-0.287682
5619001,4214251,2,0.75,-0.287682
5620001,4215001,2,0.75,-0.287682
5621001,4215751,2,0.75,-0.287682
5622001,4216501,2,0.75,-0.287682
5623001,4217251,2,0.75,-0.287682
5624001,4218001,2,0.75,-0.287682
5625001,4218751,2,0.75,-0.287682
5626001,4219501,2,0.75,-0.287682
5627001,4220251,2,0.75,-0.287682
5628001,4221001,2,0.75,-0.287682
5629001,4221751,2,0.75,-0.287682
5630001,4222501,2,0.75,-0.287682
5631001,4223251,2,0.75,-0.287682
5632001,4224001,2,0.75,-0.287682
5633001,4224751,2,0.75,-0.287682
5634001,4225501,2,0.75,-0.287682
5635001,4226251,2,0.75,-0.287682
5636001,4227001,2,0.75,-0.287682
5637001,4227751,2,0.75,-0.287682
5638001,4228501,2,0.75,-0.287682
5639001,4229251,2,0.75,-0.287682
5640001,4230001,2,0.75,-0.287682
5641001,4230751,2,0.75,-0.287682
5642001,4231501,2,0.75,-0.287682
5643001,4232251,2,0.75,-0.287682
5644001,4233001,2,0.75,-0.287682
5645001,4233751,2,0.75,-0.287682
5646001,4234501,2,0.75,-0.287682
5647001,4235251,2,0.75,-0.287682
5648001,4236001,2,0.75,-0.287682
5649001,4236751,2,0.75,-0.287682
5650001,4237501,2,0.75,-0.287682
5651001,4238251,2,0.75,-0.287682
5652001,4239001,2,0.75,-0.287682
5653001,4239751,2,0.75,-0.287682
5654001,4240501,2,0.75,-0.287682
5655001,4241251,2,0.75,-0.287682
5656001,4242001,2,0.75,-0.287682
5657001,4242751,2,0.75,-0.287682
5658001,4243501,2,0.75,-0.287682
5659001,4244251,2,0.75,-0.287682
5660001,4245001,2,0.75,-0.287682
5661001,4245751,2,0.75,-0.287682
5662001,4246501,2,0.75,-0.287682
5663001,4247251,2,0.75,-0.287682
5664001,4248001,2,0.75,-0.287682
5665001,4248751,2,0.75,-0.287682
5666001,4249501,2,0.75,-0.287682
5667001,4250251,2,0.75,-0.287682
5668001,4251001,2,0.75,-0.287682
5669001,4251751,2,0.75,-0.287682
5670001,4252501,2,0.75,-0.287682
5671001,4253251,2,0.75,-0.287682
5672001,4254001,2,0.75,-0.287682
5673001,4254751,2,0.75,-0.287682
5674001,4255501,2,0.75,-0.287682
5675001,4256251,2,0.75,-0.287682
5676001,4257001,2,0.75,-0.287682
5677001,4257751,2,0.75,-0.287682
5678001,4258501,2,0.75,-0.287682
5679001,4259251,2,0.75,-0.287682
5680001,4260001,2,0.75,-0.287682
5681001,4260751,2,0.75,-0.287682
5682001,4261501,2,0.75,-0.287682
5683001,4262251,2,0.75,-0.287682
5684001,4263001,2,0.75,-0.287682
5685001,4263751,2,0.75,-0.287682
5686001,4264501,2,0.75,-0.287682
5687001,4265251,2,0.75,-0.287682
5688001,4266001,2,0.75,-0.287682
5689001,4266751,2,0.75,-0.287682
5690001,4267501,2,0.75,-0.287682
5691001,4268251,2,0.75,-0.287682
5692001,4269001,2,0.75,-0.287682
5693001,4269751,2,0.75,-0.287682
5694001,4270501,2,0.75,-0.287682
5695001,4271251,2,0.75,-0.287682
5696001,4272001,2,0.75,-0.287682
5697001,4272751,2,0.75,-0.287682
5698001,4273501,2,0.75,-0.287682
5699001,4274251,2,0.75,-0.287682
5700001,4275001,2,0.75,-0.287682
5701001,4275751,2,0.75,-0.287682
5702001,4276501,2,0.75,-0.287682
5703001,4277251,2,0.75,-0.287682
5704001,4278001,2,0.75,-0.287682
5705001,4278751,2,0.75,-0.287682
5706001,4279501,2,0.75,-0.287682
5707001,4280251,2,0.75,-0.287682
5708001,4281001,2,0.75,-0.287682
5709001,4281751,2,0.75,-0.287682
5710001,4282501,2,0.75,-0.287682
5711001,4283251,2,0.75,-0.287682
5712001,4284001,2,0.75,-0.287682
5713001,4284751,2,0.75,-0.287682
5714001,4285501,2,0.75,-0.287682
5715001,4286251,2,0.75,-0.287682
5716001,4287001,2,0.75,-0.287682
5717001,4287751,2,0.75,-0.287682
5718001,4288501,2,0.75,-0.287682
5719001,4289251,2,0.75,-0.287682
5720001,4290001,2,0.75,-0.287682
5721001,4290751,2,0.75,-0.287682
5722001,4291501,2,0.75,-0.287682
5723001,4292251,2,0.75,-0.287682
5724001,4293001,2,0.75,-0.287682
5725001,4293751,2,0.75,-0.287682
5726001,4294501,2,0.75,-0.287682
5727001,4295251,2,0.75,-0.287682
5728001,4296001,2,0.75,-0.287682
5729001,4296751,2,0.75,-0.287682
5730001,4297501,2,0.75,-0.287682
5731001,4298251,2,0.75,-0.287682
5732001,4299001,2,0.75,-0.287682
5733001,4299751,2,0.75,-0.287682
5734001,4300501,2,0.75,-0.287682
5735001,4301251,2,0.75,-0.287682
5736001,4302001,2,0.75,-0.287682
5737001,4302751,2,0.75,-0.287682
5738001,4303501,2,0.75,-0.287682
5739001,4304251,2,0.75,-0.287682
5740001,4305001,2,0.75,-0.287682
5741001,4305751,2,0.75,-0.287682
5742001,4306501,2,0.75,-0.287682
5743001,4307251,2,0.75,-0.287682
5744001,4308001,2,0.75,-0.287682
5745001,4308751,2,0.75,-0.287682
5746001,4309501,2,0.75,-0.287682
5747001,4310251,2,0.75,-0.287682
5748001,4311001,2,0.75,-0.287682
5749001,4311751,2,0.75,-0.287682
5750001,4312501,2,0.75,-0.287682
5751001,4313251,2,0.75,-0.287682
5752001,4314001,2,0.75,-0.287682
5753001,4314751,2,0.75,-0.287682
5754001,4315501,2,0.75,-0.287682
5755001,4316251,2,0.75,-0.287682
5756001,4317001,2,0.75,-0.287682
5757001,4317751,2,0.75,-0.287682
5758001,4318501,2,0.75,-0.287682
5759001,4319251,2,0.75,-0.287682
5760001,4320001,2,0.75,-0.287682
5761001,4320751,2,0.75,-0.287682
5762001,4321501,2,0.75,-0.287682
5763001,4322251,2,0.75,-0.287682
5764001,4323001,2,0.75,-0.287682
5765001,4323751,2,0.75,-0.287682
5766001,4324501,2,0.75,-0.287682
5767001,4325251,2,0.75,-0.287682
5768001,4326001,2,0.75,-0.287682
5769001,4326751,2,0.75,-0.287682
5770001,4327501,2,0.75,-0.287682
5771001,4328251,2,0.75,-0.287682
5772001,4329001,2,0.75,-0.287682
5773001,4329751,2,0.75,-0.287682
5774001,4330501,2,0.75,-0.287682
5775001,4331251,2,0.75,-0.287682
5776001,4332001,2,0.75,-0.287682
5777001,4332751,2,0.75,-0.287682
5778001,4333501,2,0.75,-0.287682
5779001,4334251,2,0.75,-0.287682
5780001,4335001,2,0.75,-0.287682
5781001,4335751,2,0.75,-0.287682
5782001,4336501,2,0.75,-0.287682
5783001,4337251,2,0.75,-0.287682
5784001,4338001,2,0.75,-0.287682
5785001,4338751,2,0.75,-0.287682
5786001,4339501,2,0.75,-0.287682
5787001,4340251,2,0.75,-0.287682
5788001,4341001,2,0.75,-0.287682
5789001,4341751,2,0.75,-0.287682
5790001,4342501,2,0.75,-0.287682
5791001,4343251,2,0.75,-0.287682
5792001,4344001,2,0.75,-0.287682
5793001,4344751,2,0.75,-0.287682
5794001,4345501,2,0.75,-0.287682
5795001,4346251,2,0.75,-0.287682
5796001,4347001,2,0.75,-0.287682
5797001,4347751,2,0.75,-0.287682
5798001,4348501,2,0.75,-0.287682
5799001,4349251,2,0.75,-0.287682
5800001,4350001,2,0.75,-0.287682
5801001,4350751,2,0.75,-0.287682
5802001,4351501,2,0.75,-0.287682
5803001,4352251,2,0.75,-0.287682
5804001,4353001,2,0.75,-0.287682
5805001,4353751,2,0.75,-0.287682
5806001,4354501,2,0.75,-0.287682
5807001,4355251,2,0.75,-0.287682
5808001,4356001,2,0.75,-0.287682
5809001,4356751,2,0.75,-0.287682
5810001,4357501,2,0.75,-0.287682
5811001,4358251,2,0.75,-0.287682
5812001,4359001,2,0.75,-0.287682
5813001,4359751,2,0.75,-0.287682
5814001,4360501,2,0.75,-0.287682
5815001,4361251,2,0.75,-0.287682
5816001,4362001,2,0.75,-0.287682
5817001,4362751,2,0.75,-0.287682
5818001,4363501,2,0.75,-0.287682
5819001,4364251,2,0.75,-0.287682
5820001,4365001,2,0.75,-0.287682
5821001,4365751,2,0.75,-0.287682
5822001,4366501,2,0.75,-0.287682
5823001,4367251,2,0.75,-0.287682
5824001,4368001,2,0.75,-0.287682
5825001,4368751,2,0.75,-0.287682
5826001,4369501,2,0.75,-0.287682
5827001,4370251,2,0.75,-0.287682
5828001,4371001,2,0.75,-0.287682
5829001,4371751,2,0.75,-0.287682
5830001,4372501,2,0.75,-0.287682
5831001,4373251,2,0.75,-0.287682
5832001,4374001,2,0.75,-0.287682
5833001,4374751,2,0.75,-0.287682
5834001,4375501,2,0.75,-0.287682
5835001,4376251,2,0.75,-0.287682
5836001,4377001,2,0.75,-0.287682
5837001,4377751,2,0.75,-0.287682
5838001,4378501,2,0.75,-0.287682
5839001,4379251,2,0.75,-0.287682
5840001,4380001,2,0.75,-0.287682
5841001,4380751,2,0.75,-0.287682
5842001,4381501,2,0.75,-0.287682
5843001,4382251,2,0.75,-0.287682
5844001,4383001,2,0.75,-0.287682
5845001,4383751,2,0.75,-0.287682
5846001,4384501,2,0.75,-0.287682
5847001,4385251,2,0.75,-0.287682
5848001,4386001,2,0.75,-0.287682
5849001,4386751,2,0.75,-0.287682
5850001,4387501,2,0.75,-0.287682
5851001,4388251,2,0.75,-0.287682
5852001,4389001,2,0.75,-0.287682
5853001,4389751,2,0.75,-0.287682
5854001,4390501,2,0.75,-0.287682
5855001,4391251,2,0.75,-0.287682
5856001,4392001,2,0.75,-0.287682
5857001,4392751,2,0.75,-0.287682
5858001,4393501,2,0.75,-0.287682
5859001,4394251,2,0.75,-0.287682
5860001,4395001,2,0.75,-0.287682
5861001,4395751,2,0.75,-0.287682
5862001,4396501,2,0.75,-0.287682
5863001,4397251,2,0.75,-0.287682
5864001,4398001,2,0.75,-0.287682
5865001,4398751,2,0.75,-0.287682
5866001,4399501,2,0.75,-0.287682
5867001,4400251,2,0.75,-0.287682
5868001,4401001,2,0.75,-0.287682
5869001,4401751,2,0.75,-0.287682
5870001,4402501,2,0.75,-0.287682
5871001,4403251,2,0.75,-0.287682
5872001,4404001,2,0.75,-0.287682
5873001,4404751,2,0.75,-0.287682
5874001,4405501,2,0.75,-0.287682
5875001,4406251,2,0.75,-0.287682
5876001,4407001,2,0.75,-0.287682
5877001,4407751,2,0.75,-0.287682
5878001,4408501,2,0.75,-0.287682
5879001,4409251,2,0.75,-0.287682
5880001,4410001,2,0.75,-0.287682
5881001,4410751,2,0.75,-0.287682
5882001,4411501,2,0.75,-0.287682
5883001,4412251,2,0.75,-0.287682
5884001,4413001,2,0.75,-0.287682
5885001,4413751,2,0.75,-0.287682
5886001,4414501,2,0.75,-0.287682
5887001,4415251,2,0.75,-0.287682
5888001,4416001,2,0.75,-0.287682
5889001,4416751,2,0.75,-0.287682
5890001,4417501,2,0.75,-0.287682
5891001,4418251,2,0.75,-0.287682
5892001,4419001,2,0.75,-0.287682
5893001,4419751,2,0.75,-0.287682
5894001,4420501,2,0.75,-0.287682
5895001,4421251,2,0.75,-0.287682
5896001,4422001,2,0.75,-0.287682
5897001,4422751,2,0.75,-0.287682
5898001,4423501,2,0.75,-0.287682
5899001,4424251,2,0.75,-0.287682
5900001,4425001,2,0.75,-0.287682
5901001,4425751,2,0.75,-0.287682
5902001,4426501,2,0.75,-0.287682
5903001,4427251,2,0.75,-0.287682
5904001,4428001,2,0.75,-0.287682
5905001,4428751,2,0.75,-0.287682
5906001,4429501,2,0.75,-0.287682
5907001,4430251,2,0.75,-0.287682
5908001,4431001,2,0.75,-0.287682
5909001,4431751,2,0.75,-0.287682
5910001,4432501,2,0.75,-0.287682
5911001,4433251,2,0.75,-0.287682
5912001,4434001,2,0.75,-0.287682
5913001,4434751,2,0.75,-0.287682
5914001,4435501,2,0.75,-0.287682
5915001,4436251,2,0.75,-0.287682
5916001,4437001,2,0.75,-0.287682
5917001,4437751,2,0.75,-0.287682
5918001,4438501,2,0.75,-0.287682
5919001,4439251,2,0.75,-0.287682
5920001,4440001,2,0.75,-0.287682
5921001,4440751,2,0.75,-0.287682
