residue,count,avg_steps,avg_v2,avg_log_drift,avg_odd_mult,theoretical_drift
897,976,96.0000,2.0560,-0.3265,0.9537,-0.2877
899,976,86.7633,2.1355,-0.3816,0.9438,-0.2877
901,976,96.3402,2.0571,-0.3272,0.9767,-0.2877
903,976,86.7633,2.1355,-0.3816,0.9521,-0.2877
905,976,102.9098,2.0091,-0.2940,0.9844,-0.2877
907,976,103.2982,2.0105,-0.2950,0.9923,-0.2877
909,976,66.2121,2.5721,-0.6842,0.8440,-0.2877
911,976,96.1250,2.0625,-0.3310,0.9739,-0.2877
913,976,87.3852,2.1504,-0.3919,0.9118,-0.2877
915,976,87.3852,2.1504,-0.3919,0.9405,-0.2877
917,976,79.4293,2.2385,-0.4530,0.9233,-0.2877
919,976,80.6947,2.2214,-0.4412,0.9381,-0.2877
921,976,80.6947,2.2214,-0.4412,0.9113,-0.2877
923,976,96.1895,2.0617,-0.3305,0.9887,-0.2877
925,976,94.6025,2.0708,-0.3367,0.9652,-0.2877
927,976,104.5984,2.0041,-0.2905,1.0070,-0.2877
929,976,88.1977,2.1320,-0.3792,0.9311,-0.2877
931,976,79.4293,2.2385,-0.4530,0.9268,-0.2877
933,976,95.2326,2.0711,-0.3370,0.9727,-0.2877
935,976,103.7643,2.0078,-0.2931,0.9857,-0.2877
937,976,111.8299,1.9630,-0.2620,1.0136,-0.2877
939,976,97.3975,2.0578,-0.3277,0.9603,-0.2877
941,976,95.6885,2.0649,-0.3327,0.9588,-0.2877
943,976,88.0215,2.1319,-0.3791,0.9682,-0.2877
945,976,73.1680,2.3598,-0.5371,0.8612,-0.2877
947,976,73.1680,2.3598,-0.5371,0.8969,-0.2877
949,976,78.7428,2.2481,-0.4597,0.9035,-0.2877
951,976,87.9324,2.1354,-0.3815,0.9588,-0.2877
953,976,87.4570,2.1377,-0.3831,0.9316,-0.2877
955,976,87.4570,2.1377,-0.3831,0.9381,-0.2877
957,976,101.9570,2.0174,-0.2997,0.9892,-0.2877
959,976,111.2859,1.9651,-0.2635,1.0190,-0.2877
961,976,86.4498,2.1468,-0.3895,0.9195,-0.2877
963,976,95.5533,2.0657,-0.3332,0.9804,-0.2877
965,976,73.6824,2.3432,-0.5256,0.8718,-0.2877
967,976,103.7469,2.0086,-0.2936,0.9835,-0.2877
969,976,94.2049,2.0776,-0.3415,0.9686,-0.2877
971,976,80.1045,2.2288,-0.4463,0.9047,-0.2877
973,976,86.4949,2.1493,-0.3912,0.9237,-0.2877
975,976,93.6885,2.0730,-0.3383,0.9773,-0.2877
977,976,86.4949,2.1493,-0.3912,0.9237,-0.2877
979,976,101.3053,2.0254,-0.3053,0.9884,-0.2877
981,976,79.7449,2.2283,-0.4460,0.9492,-0.2877
983,976,104.0953,2.0086,-0.2936,1.0061,-0.2877
985,976,73.6824,2.3432,-0.5256,0.9158,-0.2877
987,976,94.2715,2.0684,-0.3351,0.9722,-0.2877
989,976,85.8166,2.1503,-0.3919,0.9222,-0.2877
991,976,100.8945,2.0183,-0.3004,0.9945,-0.2877
993,976,102.8525,2.0109,-0.2953,0.9822,-0.2877
995,976,79.7449,2.2283,-0.4460,0.9492,-0.2877
997,976,85.9713,2.1602,-0.3987,0.9358,-0.2877
999,976,93.5400,2.0749,-0.3396,0.9836,-0.2877
1001,976,109.4262,1.9756,-0.2708,1.0083,-0.2877
1003,976,101.2930,2.0241,-0.3044,0.9863,-0.2877
1005,976,94.1855,2.0731,-0.3384,0.9569,-0.2877
1007,976,101.2162,2.0221,-0.3030,0.9977,-0.2877
1009,976,86.3576,2.1477,-0.3900,0.9485,-0.2877
1011,976,94.2295,2.0790,-0.3424,0.9561,-0.2877
1013,976,94.7285,2.0736,-0.3387,0.9891,-0.2877
1015,976,93.6445,2.0759,-0.3403,0.9631,-0.2877
1017,976,101.7510,2.0177,-0.3000,0.9844,-0.2877
1019,976,101.9334,2.0117,-0.2958,0.9853,-0.2877
1021,976,110.5174,1.9668,-0.2646,1.0196,-0.2877
1023,976,128.2387,1.8984,-0.2173,1.0506,-0.2877
